"Part Number","Part Name","Rule Number","Title","Content"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","And it is hereby further ordered and decreed that any amount received under clause (ii) or adjudged due under clause (iv) above, together with interest thereon, shall first be adjusted against any sums paid by the plaintiff under clause (iii), together with interest thereon, and the balance, if any, shall be added to the mortgage money or, as the case may be, be debited in reduction of the amount due to the plaintiff on account of interest on the principal sum adjudged due and thereafter in reduction or discharge of the principal."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","","And it is hereby further ordered that the said Commissioner shall present the account to this Court with all convenient despatch after making all just allowances on or before the day of , and that upon such report of the Commissioner being received, it shall be confirmed and countersigned, subject to such modification as may be necessary after consideration of such objections as the parties to the suit may make."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","","And it is hereby further ordered and decreed__ (i) that the defendant do pay into Court on or before the day of or any later date up to which time for payment may be extended by the Court, such sum as the Court shall find due and the sum of Rs. for"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","","And it is hereby further ordered and decreed that, in default of payment as aforesaid, the plaintiff may apply to the Court for a final decree for the sale of the mortgaged property; and on such application being made the mortgaged property or a sufficient part thereof shall be directed to be sold; and for the purposes of such sale the plaintiff shall produce before the Court, or such officer as it appoints, all documents in his possession or power relating to the mortgaged property."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","6","","And it is hereby further ordered and decreed that, the money realised by such sale shall be paid into Court and shall be duly applied (after deduction therefrom of the expenses of the sale) in payment of the amount payable to the plaintiff under this decree and under any further orders that may be passed in this suit and in payment of any amount which the Court may adjudge due to the plaintiff in respect of such costs of the suit, and such costs, charges and expenses as may be payable under rule 10, together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, and that the balance, if any, shall be paid to the defendant or other persons entitled to receive the same."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","7","","And it is hereby further ordered and decreed that, if the money realised by such sale shall not be sufficient for payment in full of the amount payable to the plaintiff as aforesaid, the plaintiff shall be at liberty (where such remedy is open to him under the terms of his mortgage and is not barred by any law for the time being in force) to apply for a personal decree against the defendant for the amount of the balance; and that the parties are at liberty to apply to the Court from time to time as they may have occasion, and on such application or otherwise the Court may give such directions at it thinks fit. _______ SCHEDULE Description of the mortgaged property No. 5A PRELIMINARY DECREE FOR SALE (Order XXXIV, rule 4.__ When the Court declares the amount due) ( Title )"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","","And it is hereby further ordered and decreed that, in default of payment as aforesaid, the plaintiff may apply to the Court for a final decree for the sale of the mortgaged property; and on such application being made, the mortgaged property or a sufficient part thereof shall be directed to be sold; and for the purposes of such sale the plaintiff shall produce before the Court or such officer as it appoints all documents in his possession or power relating to the mortgaged property."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","","And it is hereby further ordered and decreed that the money realised by such sale shall be paid into Court and shall be duly applied,(after deduction there from of the expenses of the sale) in payment of the amount payable to the plaintiff under this decree and under any further orders that may be passed in this suit and in payment of any amount which the Court may adjudge due to the plaintiff in respect of such costs of the suit, and such costs, charges and expenses as may be payable under rule 10, together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, and that the balance, if any, shall be paid to the defendant or other persons entitled to receive the same."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","","And it is hereby further ordered and decreed that, if the money realised by such sale shall not be sufficient for payment in full of the amount payable to the plaintiff as aforesaid, the plaintiff shall be at liberty (where such remedy is open to him under the terms of his mortgage and is not barred by any law for the time being in force) to apply for the personal decree against the defendant for the amount of the balance; and that the parties are at liberty to apply to the Court from time to time as they may have occasion, and on such application or otherwise the Court may give such directions as it thinks fit. _______"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","And it is hereby further ordered and decreed that the money realised by such sale shall be paid into the Court and shall be duly applied (after deduction therefrom of the expenses of the sale) in payment of the amount payable to the plaintiff under the aforesaid preliminary decree and under any further orders that may have been passed in this suit and in payment of any amount which the Court may have adjudged due to the plaintiff for such costs of the suit including the costs of this application and such costs, charges and expenses as may be payable under rule"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","10","","together with such subsequent interest as may be payable under rule 11, of, Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908 and that the balance if any, shall be paid to the defendant or other persons entitled to receive the same. _______ No. 7 PRELIMINARY DECREE FOR REDEMPTION WHERE ON DEFAULT OF PAYMENT BY MORTGAGOR A DECREE FOR FORECLOSURE IS PASSED. (Order XXXIV, rule 7.__ Where accounts are directed to be taken) ( Title ) This suit coming on this day, etc. ; It is hereby ordered and decreed that it be referred to as the Commissioner to take the accounts follwoing:__ (i) an account of what is due on this date to the defendant for principal and interest on the mortgage mentioned in the plaint (such interest to be computed at the rate payable on the principal or where no such rate is fixed, at six per cent. per annum"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","It is hereby further ordered and decreed that any amount received under clause (ii) or adjudged due under clause (iv) above, together with interest thereon, shall be adjusted against any sums paid by the defendant under clause (iii) together with interest thereon, and the balance, if any, shall be added to the mortgage money or, as the case may be, be debited in reduction of the amount due to the defendant on account of interest on the principal sum adjudged due and thereafter in reduction or discharge of the principal."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","","And it is hereby further ordered that the said Commissioner shall present the account to this Court with all convenient dispatch after making all just allowances on or before the day of , and that upon such report of the Commissioner being received, it shall be confirmed and countersigned, subject to such modification as may be necessary after consideration of such objections as the parties to the suit may make."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","","And it is hereby further ordered and decreed__ (i) that the plaintiff do pay into Court on or before the day of , or any later date up to which time for payment may be extended by the Court, such sum as the Court shall find due and the sum of Rs. for the costs of the suit awarded to the defendant; (ii) that, on such payment, and on payment thereafter before such date as the Court may fix of such amount as the Court may adjudge due in respect of such costs of the suit and such costs, charges and expenses as may be payable under rule 10, together with such sub sequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil procedure, 1908, the defendant shall bring into Court all documents in his possession or power relating to the mortgaged property in the plaint mentioned, and all such documents shall be delivered over to the plaintiff, or to such person as he appoints, and the defendant shall, if so required, re convey or re transfer the said property free from the said mortgage and clear of and from all incumbrances created by the defendant or any person claiming under him or any"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","","And it is hereby further ordered and decreed that, in default of payment as aforesaid, the defendant shall be at liberty to apply to the Court for a final decree that the plaintiff shall thenceforth stand absolutely debarred and foreclosed of and from all right to redeem the mortgaged property described in the Schedule annexed hereto and shall, if so required, deliver up to the defendant quiet and peaceable possession of the said property; and that the parties shall be at liberty to apply to the Court from time to time as they may have occasion, and on such application or otherwise the Court may give such directions as it thinks fit. ________ SCHEDULE Description of the mortgaged property _______ No. 7A PRELIMINARY DECREE FOR REDEMPTION WHERE ON DEFAULT OF PAYMENT BY MORTGAGOR A DECREE FOR SALE IS PASSED. (Order XXXIV, rule 7.__ Where accounts are directed to be taken) ( Title ) THIS suit coming on this day, etc. ; it is hereby ordered and decreed that it be referred to as the Commissioner to take the accounts following:__ (i) an account of what is due on this date to the defendant for principal and interest on the mortgage mentioned in the plaint (such interest to be computed at the rate payable on the principal or where no such rate is fixed, at six per cent. per annum or at such rate as the Court deems reasonable) ; (ii) an account of the income of the mortgaged property received up to this date by the defendant or by any other person by the order or for the use of the defendant or which without the wilful default of the defendant or such person might have been so received; (iii) an account of all sums of money properly incurred by the defendant up to this date for costs, charges and expenses (other than the costs of the suit) in respect of the mortgage security together with interest thereon (such interest to be computed at the rate agreed between the parties, or, failing such rate, at the same rate as is payable on the principal, or, failing both such rates, at nine per cent. per annum) ; (iv) an account of any loss or damage caused to the mortgaged property before this date by any act or omission of the defendant which is destructive of, or permanently injurious to, the property or by his failure to perform any of the"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","And it is hereby further ordered and decreed that any amount received under clause (ii) or adjudged due under clause (iv) above, together with interest thereon, shall first be adjusted against any sums paid by the defendant under clause (iii) together with interest thereon, and the balance, if any, shall be added to the mortgage money, or, as the case may be, be debited in reduction of the amount due to the defendant on account of interest on the principal sum adjudged due and thereafter in reduction or discharge of the principal."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","","And it is hereby further ordered that the said Commissioner shall present the account to this Court with all convenient despatch after making all just allowances on or before the day of , and that, upon such report of the Commissioner being received, it shall be confirmed and countersigned, subject to such modification as may be necessary after consideration of such objections as the parties to the suit may make."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","","And it is hereby further ordered and decreed__ (i) that the plaintiff do pay into Court on or before the day of or any later date up to which time for payment may be extended by the Court, such sum as the Court shall find due and the sum of Rs. for the costs of the suit awarded to the defendant; (ii) that, on such payment and on payment thereafter before such date as the Court may fix of such amount as the Court may adjudge due in respect of such costs of the suit and such costs, charges and expenses as may be payable under rule 10, together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, the defendant shall bring into Court all documents in his possession or power relating to the mortgaged property in the plaint mentioned, and all such documents shall be delivered over to the plaintiff, or to such person as he appoints, and the defendant shall, if so required, re convey or re transfer the said property free from the said mortgage and clear of and from all incumbrances created by the defendant or any person claiming under him or any person under whom he claims and shall, if so required, deliver up to the plaintiff quiet and peaceable possession of the said property."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","","And it is hereby further ordered and decreed that, in default of payment as aforesaid, the defendant may apply to the court for a final decree for the sale of the mortgaged property; and on such application being made, the mortgaged property or a sufficient part thereof shall be directed to be sold; and for the purposes of such sale the defendant shall produce before the Court or such officer as it appoints, all documents in his possession or power relating to the mortgaged property."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","6","","And it is hereby further ordered and decreed that the money realised by such sale shall be paid into Court and shall be duly applied (after deduction therefrom of the expenses of the sale) in payment of the amount payable to the defendant under this decree and under any further orders that may be passed in this suit and in payment of any amount which the Court may adjudge due to the defendant in respect of such costs of the suit and such costs, charges and expenses as may be payable under rule 10, together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, and that the balance, if any, shall be paid to the plaintiff or other persons entitled to receive the same."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","7","","And it is hereby further ordered and decreed that, if the money realised by such sale shall not be sufficient for payment in full of the amount payable to the defendant as aforesaid, the defendant shall be at liberty (where such remedy is open to him under the terms of his mortgage and is not barred by any law for the time being in force to apply for a personal decree against the plaintiff for the amount of the balance; and that the parties are at liberty to apply to the Court from time to time as they may have occasion, and on such application or otherwise the Court may give such directions as it thinks fit. _______ SCHEDULE Description of the mortgaged property _______ No. 7B PRELIMINARY DECREE FOR REDEMPTION WHERE ON DEFAULT OF PAYMENT BY MORTGAGOR A DECREE FOR FORECLOSURE IS PASSED. (Order XXXIV, rule 7.__ Where the Court declares the amount due) ( Title ) THIS suit coming on this day, etc.; It is hereby declared that the amount due to the defendant on the mortgage mentioned in the plaint calculated up to this day of is the sum of Rs. for principal, the sum of Rs. for interest on the said principal principal, the sum of Rs. for costs, charges and expenses (other than the costs of the suit) properly incurred by the defendant in respect of the mortgage security together with interest thereon, and the sum of Rs., for the costs of the suit awarded to the defendant, making in all the sum of Rs."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","And it is hereby ordered add decreed as follows :__ (i) that the plaintiff do pay into Court on or before the day of or any later date up to which time for payment may be extended by the Court the said sum of Rs. ; (ii) that, on such payment and on payment thereafter before such date as the Court may fix of such amount as the Court may adjudge due in respect of such costs of the suit and such costs, charges and expenses as maybe payable under rule 10, together with such subsequent interest as maybe payable under rule 11 of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, the defendant shall bring into Court all documents in his possession or power relating to the mortgaged property in the plaint mentioned, and all such documents shall be delivered over to the plaintiff, or to such person as he appoints, and the defendant shall, if so required, reconvey or retransfer the said property free from the said mortgage and clear of and from all incumbrances created by the defendant or any person claiming under him or any person under"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","","And it is hereby further ordered and decreed that, in default of payment as aforesaid, the defendant may apply to the Court for a final decree that the plaintiff shall henceforth stand absolutely debarred and foreclosed of and from all right to redeem the mortgaged property described in the Schedule annexed hereto and shall, if so required, deliver up to the defendant quiet and peaceable possession of the said property; and that the parties shall be at liberty to apply to the Court from time to time as they may have occasion, and on such application or otherwise the Court may give such directions as it thinks fit. _______ SCHEDULE Description of the mortgaged property _______ No. 7C PRELIMINARY DECREE FOR REDEMPTION WHERE ON DEFAULT OF PAYMENT BY MORTGAGOR A DECREE FOR SALE IS PASSED. (Order XXXIV, rule 7.__ Where the Court declares the amount due) ( Title ) THIS suit coming on this day, etc.; It is hereby declared that the amount due to the defendant on the mortgage mentioned in the plaint calculated up to this day of is the sum of Rs. for principal, the sum of Rs. for interest on the said principal, the sum of Rs. for costs, charges and expenses (other than the costs of the suit) properly incurred by the defendant in respect of the mortgage security together with interest thereon, and the sum of Rs. for the cost of this suit awarded to the defendant, making in all the sum of Rs."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","And it is hereby ordered and decreed as follows :__ (i) that the plaintiff do pay into Court on or before the day of or any later date up to which time the payment may be extended by the Court the said sum of Rs. ; (ii) that, on such payment and on payment thereafter before such date as the Court may fix of such amount as the Court may adjudge due in respect of such costs of the suit and such costs, charges and expenses as may be payable under rule 10, together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, the defendant shall bring into Court all documents in his possession or power relating to the mortgaged property in the plaint mentioned, and all such documents shall be delivered over to the plaintiff, or such person as he appoints, and the defendant shall, if so required, reconvey or retransfer the"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","","And it is hereby further ordered and decreed that, in default of payment as aforesaid, the defendant may apply to the Court for a final decree for the sale of the mortgaged property; and on such application being made, the mortgaged property or a sufficient part thereof shall be directed to be sold; and for the purposes of such sale the defendant shall produce before the Court or such officer as it appoints all documents in his possession or power relating to the mortgaged property."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","","And it is hereby further ordered and decreed that the money realised by such sale shall be paid into Court and shall be duly applied (after deduction therefrom of the expenses of the sale) in payment of the amount payable to the defendant under this decree and under any further orders that may be passed in this suit and in payment of any amount which the Court may adjudge due to the defendant in respect of such costs of the suit and such costs, charges and expenses as may be payable under rule 10 together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, and that the balance, if any, shall be paid to the plaintiff or other persons entitled to the same."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","","And it is hereby further ordered and decreed that if the money realised by such sale shall not be sufficient for the payment in full of the amount payable to the defendant as aforesaid, the defendant shall be at liberty (where such remedy is open to him under the terms, of the mortgage and is not barred by any law for the time being in force) to apply for a personal decree against the plaintiff for the amount of the balance; and that the parties are at liberty to apply to the court from time to time as they may have occasion, and on such application or otherwise the Court may give such directions as it thinks fit. _______ SCEHDULE Description of the mortgaged property _______ No. 7D FINAL DECREE FOR FORECLOSURE IN A REDEMPTION SUIT ON DEFAULT OF PAYMENT BY MORTGAGOR. (Order XXXIV, rule 8) ( Title ) Upon reading the preliminary decree in this suit on the day of and further orders (if any) dated the day of and the application of the defendant dated the day of for a final decree and after hearing the parties, and it appearing that the payment as directed by the said decree and orders has not been made by the plaintiff or any person on his behalf or any other person entitled to redeem the mortgage :"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","And it is hereby further declared that the whole of the liability whatsoever of the plaintiff up to this day arising from the said mortgage mentioned in the plaint or from this suit is hereby discharged and extinguished. _______ No. 7E FINAL DECREE FOR SALE IN A REDEMPTION SUIT ON DEFAULT OF PAYMENT BY MORTGAGOR. (Order XXXIV, rule 8) ( Title ) Upon reading the preliminary decree passed in this suit on the day of and further orders (if any) dated the day of , and the application of the defendant dated the day of , for a final decree and after hearing the parties, and it appearing that the payment as directed by the said decree and orders has not been made by the plaintiff or any person on his behalf or any other person entitled to redeem the mortgage : It is hereby ordered and decreed that the mortgaged property in the aforesaid preliminary decree mentioned or a sufficient part thereof be sold and that for the purposes of such sale the defendant shall produce before the Court, or such officer as it appoints, all documents in his possession or power relation to the mortgaged property."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","And it is hereby further ordered and decreed that the money realised by such sale shall be paid into Court and shall be duly applied (after deduction therefrom of the expenses of the sale) in payment of the amount payable to the defendant under the aforesaid preliminary decree and under any further orders that may have been passed in this suit and in payment of any amount which the Court may have adjudged due to the defendant for such costs of this suit including the costs of this application and such costs, charges and expenses as may be payable under rule 10, together with the subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, and that the balance, if any, shall be paid to the plaintiff or other persons entitled to receive the same. _______ *Words not required to be deleted."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","It is further declared that the plaintiff is entitled to payment of the amount due to him in priority to defendant No. 2 *[or (if there are several subsequent mortgagees) that the several parties hereto are entitled in the following order to the payment of the sums due to them respectively]. *Words not required to be deleted."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","","And it is hereby ordered and decreed as follows :__ (i) (a) that defendants or one of them do pay into Court on or before the day of or any later date up to which time for payment has been extended by the Court the said sum of Rs. due to the plaintiff; and (b) that defendant No.1 do pay into Court on or before the day of or any later date up to which time for payment has been extended by the Court the said sum of Rs. due to defendant No. 2; and (ii) that, on payment of the sum declared to be due to the plaintiff by defendants or either of them in the manner prescribed in clause (i) (a) and on payment thereafter before such date as the Court may fix of such amount as the Court may adjudge due in respect of such costs of the suit and such costs, charges and expenses as may be payable under rule 10, together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, the plaintiff shall bring into Court all documents in his possession or power relating to the mortgaged property in the plaint mentioned, and all such documents shall be delivered over to the defendant No. (Who has made the payment), or to such person as he appoints, and the plaintiff shall, if so required, re convey or re transfer the said property free from the said mortgage and clear of and from all incumbrances created by the plaintiff or any person claiming under him or any person under whom he claims, and also free from all liability whatsoever arising from the mortgage or this suit and shall, if so required, deliver up to the defendant No. (who has made the payment) quiet and peaceable possession of the said property. ( Similar declarations to be introduced, if defendant No.1 pays the amount found or declared to be due to defendant No.2 with such variations as may be necessary having regard to the nature of his mortgage. )"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","","And it is hereby further ordered and decreed that in default of payment as aforesaid of the amount due to the plaintiff, the plaintiff shall be at liberty to apply to the Court for a final decree__ (i) *[ in the case of a mortgage by conditional sale or an anomalous mortgage where the only remedy provided for the mortgage deed is foreclosure and not sale ] that the defendants jointly and severally shall thenceforth stand absolutely debarred and foreclosed of and from all right to redeem the mortgaged property described in the Schedule annexed hereto and shall, if so required, deliver to the plaintiff quiet and peaceable possession of the said property; or (ii) *[ in the case of any other mortgage ] that the mortgaged property or a sufficient part thereof shall be sold; and that for the purposes of such sale the plaintiff shall produce before the Court or such officer as it appoints, all documents in his possession or power relating to the mortgaged property; and *Words not required to be deleted."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","1908","","and that the balance, if any, shall be applied in payment of the amount due to defendant No. 2; and that if any balance be left, it shall be paid to the defendant No.1 or other persons entitled to receive the same; and (iv) That, if the money realised by such sale shall not be sufficient for payment in full of the amounts due to the plaintiff and defendant No. 2, the plaintiff or defendant No.2 or both of them, as the case may be, shall be at liberty (when such remedy is open under the terms of their respective mortgages and is not barred by any law for the time being in force) to apply for a personal decree against defendant No.1 for the amounts remaining due to them respectively."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","","And it is hereby further ordered and decreed__ (a) that if defendant No.2 pays into Court to the credit of this suit the amount adjudged due to the plaintiff, but defendant No.1 makes default in the payment of the said amount, defendant No.2 shall be at liberty to apply to the Court to keep the plaintiffs mortgage, alive for his benefit and to apply for a final decree ( in the same manner as the plaintiff might have done under clause 4 above )__ *[(i) that defendant No.1 shall thenceforth stand absolutely debarred and foreclosed of and from all right to redeem the mortgage property described in the Schedule annexed hereto and shall, if so required, deliver up to defendant No.2 quiet and peaceable possession of the said property;] or *[(ii) that the mortgaged property or a sufficient part thereof be sold and that for the purposes of such sale defendant No.2 shall produce before the Court or such officer as it appoints, all documents in his possession or power relating to the mortgaged property;] and (b) (if on the application of defendant No. 2 such a final decree for foreclosure is passed), that the whole of the liability of defendant No.1 arising from the plaintiff’s mortgage or from the mortgage of defendant No.2 or from this suit shall be deemed to have been discharged and extinguished."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","6","","And it is hereby further ordered and decreed *[ in the case where a sale is ordered under clause 5 above ]__ *Words not required to be deleted."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","7","","And it is hereby further ordered and decreed that the parties are at liberty to apply to the Court from time to time as they may have occasion, and on such application or otherwise the Court may give such directions as it thinks fit. SCHEDULE Description of the mortgaged property. _______ No. 10 PRELIMINARY DECREE FOR REDEMPTION OF PRIOR MORTGAGE AND FORECLOSURE OR SALE ON SUBSEQUENT MORTGAGE. Plaintiff .. .. .. .. .. 2nd Mortgagee, vs. Defendant No.1 ... .. .. .. Mortgagor Defendant No.2 ... .. .. .. 1st Mortgagee] The suit coming on this day, etc.; It is hereby declared that the amount due to defendant No.2 on the mortgage mentioned in the plaint calculated up to this day of is the sum of Rs. for principal, the sum of Rs. for interest on the said principal, the sum of Rs. for costs, charges and expenses (other than the costs of the suit) properly incurred by defendant No. 2 in respect of the mortgage security with interest thereon and the sum of *Words not required to be deleted."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","It is further declared that defendant No. 2 is entitled to payment of the amount due to him in priority to the plaintiff *[or (if there are several subsequent mortgagees) that the several parties hereto are entitled in the following order to the payment of the sums due to them respectively: ]"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","","And it is hereby ordered and decreed as follows :__ (i)(a) that the plaintiff or defendant No. 1 or one of them do pay into Court on or before the day of or any later date up to which time for payment has been extended by the Court the said sum of Rs. due to defendant No. 2; and (b) that defendant No.1 do pay into Court on or before the day of or any later date up to which time for payment has been extended by the Court the said sum of Rs. due to the plaintiff ; and (ii) that, on payment of the sum declared due to defendant No. 2 by the plaintiff and defendant No.1 or either of them in the manner prescribed in clause (i) (a) and on payment thereafter before such date as the Court may fix of such amount as the Court may adjudge due in respect of such costs of the suit and such costs, charges and expenses as may be payable under rule 10, together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, defendant No. 2 shall bring into Court all documents in his possession or power relating to the mortgaged property in the plaint mentioned, and all such documents shall be delivered over to the plaintiff or defendant No.1 (whoever has made the payment), or to such person as he appoints, and defendant No. 2 shall, if so required, re convey or re transfer the said property free from the said mortgage and clear of and from all in cumbrances created by defendant No.2 or any person claiming under him or any person under whom he claims, and also free, from all liability whatsoever arising from the mortgage or this suit and shall, if so required, deliver up to the plaintiff or defendant No.1 (whoever has made the payment) quiet and peaceable possession of the said property. ( Similar declarations to be introduced, if defendant No.1 pays the amount found or declared due to the plaintiff with such variations as may be necessary having regard to the nature of his mortgage .)"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","","And it is hereby further ordered and decreed that in default of payment as aforesaid, of the amount due to defendant No.2, defendant No.2 shall be at liberty to apply to the Court that the suit be dismissed or for a final decree__ *Words not required to be deleted."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","","And it is hereby further ordered and decreed,__ (a) that, if the plaintiff pays into Court to the credit of this suit the amount adjudged due to defendant No.2 but defendant No.1 makes default in the payment of the said amount, the plaintiff shall be at liberty to apply to the Court to keep defendant No. 2’s mortgage alive for his benefit and to apply for a final decree ( in the same manner as the defendant No.2 might have done under clause 4 above )__ *[ (i) that defendant No.1 shall thenceforth stand absolutely debarred and foreclosed of and from all right to redeem the mortgaged property described in the Schedule annexed hereto and shall, if so required, deliver up to the plaintiff quiet and peaceable possession of the said property;] or *[ (ii) that the mortgaged property or a sufficient part thereof be sold and that for the purposes of such sale the plaintiff shall produce before the Court or such officer as it appoints, all documents in his possession or power relating to the mortgaged property;] *Words not required to be deleted."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","6","","And it is hereby further ordered and decreed ( in the case where a sale is ordered under clause 5 above )__ (i) that the money realised by such sale shall be paid into Court and be duly applied (after deduction there from of the expenses of the sale) first in payment of the amount paid by the plaintiff in respect of defendant No. 2's mortgage and the costs of the suit in connection therewith and in payment of the amount which the Court may adjudge due in respect of subsequent interest on the said amount; and that the balance, if any, shall then be applied in payment of the amount adjudged due to the plaintiff in respect of his own mortgage under this decree and any further orders that may be passed and in payment of the amount which the Court may adjudge due in respect of such costs of the suit and such costs, charges and expenses as may be payable to the plaintiff under rule 10, together with such subsequent interest as may be payable under rule 11, of Order XXXIV of the First Schedule to the Code of Civil Procedure, 1908, and that the balance, if any, shall be paid to defendant No.1 or other persons entitled to receive the same; and (ii) that, if the money realised by such sale shall not be sufficient for payment in full of the amount due in respect of defendant No. 2's mortgage or the plaintiff's mortgage, defendant No. 2 shall be at liberty (where such remedy is open to him under the terms of his mortgage and is not barred by any law for the time being in force) to apply for a personal decree against defendant No.1 for the amount of the balance."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","7","","And it is hereby further ordered and decreed that the parties are at liberty to apply to the Court from time to time as they may have occasion, and on such application or otherwise the Court may give such directions as it thinks fit. SCHEDULE Description of the mortgaged property _______ No. 11 PRELIMINARY DECREE FOR SALE [Plaintiff .. .. .. ..Sub or derivative mortgagee. Vs Defendant No.1 .. .. .. .. Mortgagor. Defendant No.2 .. .. .. .. Original mortgagee.]"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","And it is hereby ordered and decreed as follows:__ (i) that defendant No.1 do pay into Court on or before the said day of or any later date up to which time for payment may be extended by the Court the said sum of Rs. due to defendant No."
